,ADDRESS,STOPS,WEIGHT
20519,7800 BLOCK RESEARCH BOULEVARD,2,0.003883495145631068
2706,11500 N IH35 SVC,2,0.003883495145631068
20442,7700 N MOPAC NB,2,0.003883495145631068
7669,1800 W SLAUGHTER,2,0.003883495145631068
14064,4600 BLOCK EAST WILLIAM CANNON,2,0.003883495145631068
9267,2300 BLOCK EAST STASSNEY LANE,2,0.003883495145631068
14065,4600 BLOCK EAST WILLIAM CANNON DRIVE,2,0.003883495145631068
11234,3100 BLOCK DUVAL STREET,2,0.003883495145631068
7447,1800 BLOCK EAST BEN WHITE BOULEVARD,2,0.003883495145631068
7445,1800 BLOCK EAST 7TH STREET,2,0.003883495145631068
17975,6400 S MOPAC,2,0.003883495145631068
1434,10500 BLOCK NORTH LAMAR BOULEVARD,2,0.003883495145631068
23643,9600 ANDERSON MILL ROAD,2,0.003883495145631068
19307,7000 S MOPAC EXPY NB,2,0.003883495145631068
12008,3500 S LAMAR BLVD,2,0.003883495145631068
18556,6800 BLOCK SOUTH 1ST STREET,2,0.003883495145631068
27721,S IH 35 EF,2,0.003883495145631068
23686,9600 N I 35,2,0.003883495145631068
7677,1800 W. PARMER LN,2,0.003883495145631068
2537,11300 S IH 35 SB,2,0.003883495145631068
14040,4600 BLK CESAR CHAVEZ ST,2,0.003883495145631068
12071,3600 BLOCK ED BLUESTEIN BOULEVARD,2,0.003883495145631068
9278,2300 BLOCK GUADALUPE STREET,2,0.003883495145631068
7575,1800 ED BLUESTEIN BLVD,2,0.003883495145631068
15417,5100 MANOR RD,2,0.003883495145631068
18304,6600 S IH 35 NB,2,0.003883495145631068
18568,6800 BRODIE LN,2,0.003883495145631068
17476,6100 BLOCK SOUTH IH 35 SERVICE ROAD,2,0.003883495145631068
17966,6400 S CONGRESS,2,0.003883495145631068
23570,9500 MOUNTAIN QUAIL,2,0.003883495145631068
20605,7800 S I H 35,2,0.003883495145631068
23695,9600 N IH35,2,0.003883495145631068
15406,5100 E RIVERSIDE DR,2,0.003883495145631068
1429,10500 BLOCK NORTH I H 35,2,0.003883495145631068
7585,1800 GUADELUPE ST,2,0.003883495145631068
2536,11300 S IH 35 NB,2,0.003883495145631068
17479,6100 BLOCK US HIGHWAY 290 SERVICE ROAD,2,0.003883495145631068
7418,1800 BLK E WILLIAM CANNON,2,0.003883495145631068
37,0 TO 15TH STREET,2,0.003883495145631068
15718,5300 BLOCK SOUTH CONGRESS AVENUE,2,0.003883495145631068
15408,5100 E WILLIAM CANNON DR,2,0.003883495145631068
19280,7000 N IH35,2,0.003883495145631068
17451,6100 BLOCK CAMERON ROAD,2,0.003883495145631068
17972,6400 S IH 35 SVRD,2,0.003883495145631068
19315,7000 W SH 71,2,0.003883495145631068
9282,2300 BLOCK LAKE AUSTIN BOULEVARD,2,0.003883495145631068
27739,S IH 35 WF,2,0.003883495145631068
9334,2300 BURLESON RD,2,0.003883495145631068
17456,6100 BLOCK EAST US 290,2,0.003883495145631068
9331,2300 BLOCK WILLOW STREET,2,0.003883495145631068
7429,1800 BLOCK BURTON DRIVE,2,0.003883495145631068
9330,2300 BLOCK WICKERSHAM LANE,2,0.003883495145631068
27780,S US HWY 183,2,0.003883495145631068
9326,2300 BLOCK WEST OLTORF STREET,2,0.003883495145631068
15712,5300 BLOCK NUCKOLS CROSSING ROAD,2,0.003883495145631068
20517,7800 BLOCK NORTHCREST BOULEVARD,2,0.003883495145631068
16118,5500 N IH 35 NB,2,0.003883495145631068
20592,7800 N MOPAC EXPY SB,2,0.003883495145631068
2717,11500 N US 183,2,0.003883495145631068
14068,4600 BLOCK LOYOLA LANE,2,0.003883495145631068
17970,6400 S IH 35 SB,2,0.003883495145631068
23676,9600 IH 35,2,0.003883495145631068
7554,1800 E OLTORF,2,0.003883495145631068
23573,9500 N CAPITAL OF TEXAS HWY,2,0.003883495145631068
14032,45TH ST,2,0.003883495145631068
17458,6100 BLOCK ED BLUESTEIN BOULEVARD,2,0.003883495145631068
23688,9600 N IH,2,0.003883495145631068
9328,2300 BLOCK WEST RUNDBERG LANE,2,0.003883495145631068
7433,1800 BLOCK COLONY CREEK DRIVE,2,0.003883495145631068
10378,27TH STREET,2,0.003883495145631068
17457,6100 BLOCK EAST WILLIAM CANNON DRIVE,2,0.003883495145631068
10391,2800 BLOCK EAST 12TH STREET,2,0.003883495145631068
7684,1800 WILLIAM CANNON DR,2,0.003883495145631068
15287,5000 SOUTHWEST PKWY,2,0.003883495145631068
11236,3100 BLOCK EAST 12TH STREET,2,0.003883495145631068
10393,2800 BLOCK EAST BEN WHITE BOULEVARD,2,0.003883495145631068
2719,11500 NORTH 183,2,0.003883495145631068
19282,7000 N IH35 SB,2,0.003883495145631068
11237,3100 BLOCK EAST CESAR CHAVEZ STREET,2,0.003883495145631068
20525,7800 BLOCK SOUTH IH35,2,0.003883495145631068
18300,6600 S 1ST ST,2,0.003883495145631068
7664,1800 W PARMER,2,0.003883495145631068
7592,1800 N IH 35,2,0.003883495145631068
23600,9500 N. LAMAR BLVD,2,0.003883495145631068
2669,11500 BLOCK NORTH US HIGHWAY 183,2,0.003883495145631068
7495,1800 BLOCK S PLEASANT VALLEY RD,2,0.003883495145631068
25299,BLOCK S.IH35,2,0.003883495145631068
9312,2300 BLOCK SOUTH US HIGHWAY 183,2,0.003883495145631068
10383,2800 BLK S IH 35 NB,2,0.003883495145631068
1444,10500 BLOCK SOUTH IH 35 SERVICE ROAD,2,0.003883495145631068
7634,1800 S PLEASANT VALLEY,2,0.003883495145631068
12001,3500 S CONGRESS AVE NB,2,0.003883495145631068
7489,1800 BLOCK RED RIVER STREET,2,0.003883495145631068
18541,6800 BLOCK MANCHACA ROAD,2,0.003883495145631068
20560,7800 N CAP OF TX HWY,2,0.003883495145631068
7636,1800 S US 183 HWY NB,2,0.003883495145631068
20561,7800 N CAPITAL OF TEXAS,2,0.003883495145631068
14010,4500 TERI RD,2,0.003883495145631068
20540,7800 CAPITAL TEXAS,2,0.003883495145631068
11244,3100 BLOCK GUADALUPE STREET,2,0.003883495145631068
20564,7800 N CAPITAL OF TEXAS HWY SB,2,0.003883495145631068
2678,11500 BURNET,2,0.003883495145631068
7482,1800 BLOCK NORTH IH35,2,0.003883495145631068
15064,500 W BEN WHITE BLVD EB,2,0.003883495145631068
23593,9500 N MOPAC EXPY,2,0.003883495145631068
20466,7700 SOUTH I H 35,2,0.003883495145631068
2578,11400 BLOCK NORTH US 183,2,0.003883495145631068
18552,6800 BLOCK NORTH LAMAR BOULEVARD,2,0.003883495145631068
9303,2300 BLOCK SOUTH 5TH STREET AT,2,0.003883495145631068
2575,11400 BLOCK NORTH IH 35,2,0.003883495145631068
16105,5500 ED BLUESTEIN BLVD,2,0.003883495145631068
7643,1800 SOUTH INTERSTATE 35,2,0.003883495145631068
7630,1800 S LAMAR,2,0.003883495145631068
15710,5300 BLOCK NORTH MOPAC EXPRESSWAY,2,0.003883495145631068
482,100 SOUTH CONGRESS AVENUE,2,0.003883495145631068
2661,11500 BLOCK NORTH I H 35,2,0.003883495145631068
11996,3500 S 1ST ST,2,0.003883495145631068
17465,6100 BLOCK N IH 35 SVRD NB,2,0.003883495145631068
11995,3500 S 1ST,2,0.003883495145631068
11994,3500 S 183,2,0.003883495145631068
20545,7800 E BEN WHITE BLVD EB,2,0.003883495145631068
20546,7800 E BEN WHITE BLVD SVRD WB,2,0.003883495145631068
10723,300 BASTROP HWY SB,2,0.003883495145631068
2657,11500 BLOCK JOLLYVILLE ROAD,2,0.003883495145631068
17979,6400 S PLEASANT VALLEY RD,2,0.003883495145631068
23603,9500 NORTH US HWY 183,2,0.003883495145631068
2595,11400 MANCHACA RD,2,0.003883495145631068
7507,1800 BLOCK SOUTH PLEASANT VALLEY ROAD,2,0.003883495145631068
461,100 S LAMAR,2,0.003883495145631068
18543,6800 BLOCK MCNEIL DRIVE,2,0.003883495145631068
7611,1800 RUTHERFORD LN,2,0.003883495145631068
20549,7800 ED BLUESTEIN BLVD,2,0.003883495145631068
23658,9600 BLOCK NORTH IH 35 SERVICE ROAD,2,0.003883495145631068
7517,1800 BLOCK WEST 35TH STREET,2,0.003883495145631068
11245,3100 BLOCK HIGHWAY 183,2,0.003883495145631068
17968,6400 S IH 35,2,0.003883495145631068
16080,5500 BLOCK SOUTH MOPAC EXPRESSWAY,2,0.003883495145631068
7613,1800 RUTLAND DR,2,0.003883495145631068
10362,2700 WINDSOR RD,2,0.003883495145631068
7612,1800 RUTLAND,2,0.003883495145631068
7628,1800 S IH35 NB,2,0.003883495145631068
20551,7800 ED BLUESTIEN,2,0.003883495145631068
12048,35TH ST,2,0.003883495145631068
7629,1800 S LAKESHORE BLVD,2,0.003883495145631068
20485,7800 BLK N. LAMAR BLVD,2,0.003883495145631068
2650,11500 BLOCK BURNET ROAD,2,0.003883495145631068
12005,3500 S IH 35 SB,2,0.003883495145631068
17471,6100 BLOCK NORTH LAMAR BOULEVARD,2,0.003883495145631068
1458,10500 MOPAC EXPY SVRD NB,2,0.003883495145631068
19325,700BLK EAST DEAN KEETON STREET,2,0.003883495145631068
7533,1800 BLOCK WOODLAND AVENUE,2,0.003883495145631068
7656,1800 W ANDERSON LN,2,0.003883495145631068
10357,2700 W WILLIAM CANNON DR,2,0.003883495145631068
20531,7800 BURNET,2,0.003883495145631068
2697,11500 N FM 620,2,0.003883495145631068
23670,9600 BURNET RD,2,0.003883495145631068
10367,2701 EAST 7TH STREET,2,0.003883495145631068
16114,5500 MANOR RD,2,0.003883495145631068
20577,7800 N IH 35 SVC,2,0.003883495145631068
16100,5500 E RIVERSIDE,2,0.003883495145631068
17413,600S CAMERON RD,2,0.003883495145631068
14042,4600 BLK ED BLUESTEIN,2,0.003883495145631068
7595,1800 N IH 35 SB FRONTAGE,2,0.003883495145631068
20491,7800 BLOCK CAMERON ROAD,2,0.003883495145631068
7538,1800 BURTON DRIVE,2,0.003883495145631068
15717,5300 BLOCK SOUTH 1ST STREET,2,0.003883495145631068
16074,5500 BLOCK SOUTH I H 35,2,0.003883495145631068
7662,1800 W BRAKER LN,2,0.003883495145631068
201,100 BLOCK EAST WILLIAM CANNON,2,0.003883495145631068
16115,5500 N CAPITAL OF TEXAS HWY,2,0.003883495145631068
2701,11500 N IH 35 SB,2,0.003883495145631068
23622,9500 S IH35,2,0.003883495145631068
11974,3500 N IH 35 NB,2,0.003883495145631068
7542,1800 CHICON,2,0.003883495145631068
1436,10500 BLOCK NORTH MOPAC,2,0.003883495145631068
16116,5500 N I 35,2,0.003883495145631068
2566,11400 BLOCK ANDERSON MILL ROAD,2,0.003883495145631068
23647,9600 BLOCK BURNET ROAD,2,0.003883495145631068
7479,1800 BLOCK NORTH I H 35,2,0.003883495145631068
18307,6600 S IH 35 SB,2,0.003883495145631068
9301,2300 BLOCK SH 71,2,0.003883495145631068
17969,6400 S IH 35 NB,2,0.003883495145631068
455,100 S CONGRESS AVE,2,0.003883495145631068
7477,1800 BLOCK MONTOPOLIS DRIVE,2,0.003883495145631068
2574,11400 BLOCK NORTH I H 35,2,0.003883495145631068
9318,2300 BLOCK US HIGHWAY 183,2,0.003883495145631068
2646,11500 BLK N MOPAC EXPY,2,0.003883495145631068
20459,7700 S IH35 SVRD,2,0.003883495145631068
16078,5500 BLOCK SOUTH IH35 SERVICE ROAD,2,0.003883495145631068
2683,11500 FOUR IRO,2,0.003883495145631068
7601,1800 N MOPAC EXPY,2,0.003883495145631068
19289,7000 N MOPAC NB,2,0.003883495145631068
10738,300 BLOCK AIRPORT BOULEVARD,2,0.003883495145631068
9321,2300 BLOCK WEST BEN WHITE BOULEVARD,2,0.003883495145631068
2567,11400 BLOCK BURNET ROAD,2,0.003883495145631068
7470,1800 BLOCK GUADALUPE STREET,2,0.003883495145631068
17977,6400 S MOPAC EXPY SB,2,0.003883495145631068
20532,7800 BURNET RD,2,0.003883495145631068
2687,11500 FOUR POINTS DR,2,0.003883495145631068
20456,7700 S IH 35 SB,2,0.003883495145631068
16111,5500 LOYOLA LN,2,0.003883495145631068
23586,9500 N IH35 PROPER,2,0.003883495145631068
14058,4600 BLOCK EAST 7TH STREET,2,0.003883495145631068
481,100 SOUTH CONGRESS,2,0.003883495145631068
15282,5000 S PLEASANT VALLEY RD,2,0.003883495145631068
16102,5500 E WILLIAM CANNON DR,2,0.003883495145631068
7599,1800 N LAMAR,2,0.003883495145631068
23584,9500 N IH35,2,0.003883495145631068
12061,3600 BLOCK CAPITAL OF TEXAS HIGHWAY,2,0.003883495145631068
23509,9500 BLOCK EAST U S HWY 290,2,0.003883495145631068
2729,11500 RESEARCH SB,2,0.003883495145631068
13880,4500 BLOCK NORTH I H 35,2,0.003883495145631068
23401,9400 BURNET RD,2,0.003883495145631068
13885,4500 BLOCK NORTH MOPAC,2,0.003883495145631068
42,10 BLOCK COMAL,2,0.003883495145631068
12243,3700 BLOCK NORTH IH 35 SERVICE ROAD,2,0.003883495145631068
20871,800 BLOCK EAST PARMER LANE,2,0.003883495145631068
20870,800 BLOCK EAST OLTORF STREET,2,0.003883495145631068
12242,3700 BLOCK NORTH IH 35,2,0.003883495145631068
18017,6500 BLOCK BEN WHITE BOULEVARD,2,0.003883495145631068
41,10 BLOCK CHICON STREET,2,0.003883495145631068
20866,800 BLOCK EAST MARTIN LUTHER KING,2,0.003883495145631068
12239,3700 BLOCK N LAMAR BLVD,2,0.003883495145631068
570,1000 B EAST DEAN KEETON,2,0.003883495145631068
7044,1600 W BRAKER LN,2,0.003883495145631068
7046,1600 W PARMER LANE,2,0.003883495145631068
2980,11800 SOUTH I 35,2,0.003883495145631068
17280,6000 BLOCK NORTH I H 35,2,0.003883495145631068
2979,11800 SHROPSHIRE BLVD,2,0.003883495145631068
7050,1600 W WELLS BRANCH PKWY,2,0.003883495145631068
7052,1600 WALSH TARLTON LN,2,0.003883495145631068
20858,800 BLOCK EAST CESAR CHAVEZ STREET,2,0.003883495145631068
2969,11800 RESEARCH,2,0.003883495145631068
2968,11800 PAVILION BLVD,2,0.003883495145631068
7059,1600 WILLIAM CANNON DR,2,0.003883495145631068
1387,10400 N MOPAC EXPY NB,2,0.003883495145631068
10305,2700 GUADALUPE,2,0.003883495145631068
14640,4900 E WILLIAM CANNON DR,2,0.003883495145631068
12248,3700 BLOCK OAK SPRINGS DRIVE,2,0.003883495145631068
23376,9400 BLOCK N LAMAR BLVD,2,0.003883495145631068
13865,4500 BLOCK GUADALUPE STREET,2,0.003883495145631068
6994,1600 OLTORF,2,0.003883495145631068
10296,2700 EB MLK,2,0.003883495145631068
6996,1600 PARKER LN,2,0.003883495145631068
20901,800 BLOCK NORTH I H 35,2,0.003883495145631068
17268,6000 BLOCK IH 35,2,0.003883495145631068
18612,6800 S CONGRESS,2,0.003883495145631068
20898,800 BLOCK NECHES STREET,2,0.003883495145631068
20897,800 BLOCK NECHES,2,0.003883495145631068
18611,6800 S 1ST ST,2,0.003883495145631068
12257,3700 BLOCK SOUTH CAPITAL OF TEXAS,2,0.003883495145631068
14663,4900 N MOPAC NB,2,0.003883495145631068
17269,6000 BLOCK JOHNNY MORRIS ROAD,2,0.003883495145631068
12255,3700 BLOCK SOUTH 1ST STREET,2,0.003883495145631068
188,100 BLOCK EAST OLTORF STREET,2,0.003883495145631068
7008,1600 S CONGRESS,2,0.003883495145631068
3010,11900 BLOCK NORTH LAMAR BOULEVARD,2,0.003883495145631068
1386,10400 N MOPAC EXPY,2,0.003883495145631068
19221,7000 BLOCK NORTH MOPAC EXPRESSWAY SERVIC,2,0.003883495145631068
18609,6800 NORTH MOPAC,2,0.003883495145631068
18608,6800 NORTH FM 620 ROAD,2,0.003883495145631068
18606,6800 N MOPAC NB,2,0.003883495145631068
2967,11800 NORTH MOPAC EXPRESSWAY,2,0.003883495145631068
23414,9400 LISI ANNE DR,2,0.003883495145631068
13895,4500 BLOCK SOUTH LAMAR BOULEVARD,2,0.003883495145631068
20853,800 BLOCK EAST ANDERSON LANE SERVICE,2,0.003883495145631068
7095,16200 BLOCK AVERY RANCH BOULEVARD,2,0.003883495145631068
23427,9400 N IH 35 SVRD,2,0.003883495145631068
559,1000 38TH,2,0.003883495145631068
17294,6000 BLOCK SOUTH IH 35 SERVICE ROAD,2,0.003883495145631068
191,100 BLOCK EAST RIVERSIDE DRIVE,2,0.003883495145631068
23428,9400 N IH 35 SVRD NB,2,0.003883495145631068
9397,2300 S CONGRESS,2,0.003883495145631068
7104,1660 E 51ST,2,0.003883495145631068
15696,5300 BLOCK MOPAC EXPRESSWAY,2,0.003883495145631068
11184,3000 US HWY 183 S,2,0.003883495145631068
192,100 BLOCK EAST RUNDBERG,2,0.003883495145631068
17301,6000 BLOCK TECHNI CENTER DRIVE,2,0.003883495145631068
2929,11800 BLOCK NORTH MOPAC,2,0.003883495145631068
17306,6000 BURLESON RD,2,0.003883495145631068
9391,2300 PARKER LANE,2,0.003883495145631068
11187,3000 W BEN WHITE BLVD WB,2,0.003883495145631068
2927,11800 BLOCK NORTH IH 35,2,0.003883495145631068
15037,500 S MOPAC,2,0.003883495145631068
2926,11800 BLOCK NORTH I H 35,2,0.003883495145631068
18282,6600 MCNEIL DRIVE,2,0.003883495145631068
11189,3000 W PARMER,2,0.003883495145631068
12197,3600BL W SLAUGHTER LN,2,0.003883495145631068
17314,6000 E MARTIN LUTHER KING JR BLVD,2,0.003883495145631068
2941,11800 BLOCK US HIGHWAY 183,2,0.003883495145631068
20830,800 BLOCK CONGRESS AVENUE,2,0.003883495145631068
17289,6000 BLOCK S 1ST,2,0.003883495145631068
20844,800 BLOCK EAST 12TH STREET,2,0.003883495145631068
189,100 BLOCK EAST PARMER LANE,2,0.003883495145631068
13896,4500 BLOCK SOUTH MOPAC EXPRESSWAY,2,0.003883495145631068
23417,9400 MANCHACA RD.,2,0.003883495145631068
12232,3700 BLOCK MANCHACA,2,0.003883495145631068
2962,11800 N US 183,2,0.003883495145631068
9410,2300 S LAMAR BLVD,2,0.003883495145631068
2961,11800 N RESEARCH BLVD,2,0.003883495145631068
20847,800 BLOCK EAST 51ST STREET,2,0.003883495145631068
9409,2300 S LAMAR,2,0.003883495145631068
20845,800 BLOCK EAST 38TH STREET,2,0.003883495145631068
15694,5300 BLOCK MANOR RD,2,0.003883495145631068
18597,6800 N IH35,2,0.003883495145631068
20842,800 BLOCK EAST  WILLIAM CANNON DRIVE,2,0.003883495145631068
10760,300 BLOCK EAST 4TH STREET,2,0.003883495145631068
2950,11800 MOPAC SB,2,0.003883495145631068
23422,9400 N CAPITAL OF TEXAS HWY,2,0.003883495145631068
562,1000 AIRPORT BLVD,2,0.003883495145631068
10316,2700 N IH 35,2,0.003883495145631068
9405,2300 S IH35 NB,2,0.003883495145631068
7086,16100 AVERY RANCH BOULEVARD,2,0.003883495145631068
23424,9400 N IH 35,2,0.003883495145631068
9404,2300 S IH35,2,0.003883495145631068
9423,2300 SOUTH I 35,2,0.003883495145631068
12263,3700 BLOCK SOUTH US HIGHWAY 183,2,0.003883495145631068
19219,7000 BLOCK NORTH MOPAC,2,0.003883495145631068
17251,6000 BLOCK CAMERON RD,2,0.003883495145631068
13840,4500 BLOCK AIRPORT BOULEVARD,2,0.003883495145631068
10775,300 BLOCK EAST RIVERSIDE DRIVE,2,0.003883495145631068
6896,1600 BLOCK SOUTH CONGRESS AVENUE,2,0.003883495145631068
10774,300 BLOCK EAST POWELL LANE,2,0.003883495145631068
6898,1600 BLOCK SOUTH IH 35 SERVICE ROAD,2,0.003883495145631068
12291,3700 N IH 35 SB,2,0.003883495145631068
6900,1600 BLOCK SOUTH PLEASANT VALLEY ROAD,2,0.003883495145631068
12290,3700 N IH 35 NB,2,0.003883495145631068
3077,11900 RESEARCH BLVD SVRD,2,0.003883495145631068
20948,800 BLOCK WEST CESAR CHAVEZ STREET,2,0.003883495145631068
6905,1600 BLOCK WEBBERVILLE ROAD,2,0.003883495145631068
6908,1600 BLOCK WEST BEN WHITE BOULEVARD,2,0.003883495145631068
6909,1600 BLOCK WEST BRAKER LANE,2,0.003883495145631068
6910,1600 BLOCK WEST CESAR CHAVEZ,2,0.003883495145631068
20947,800 BLOCK WEST CESAR CHAVEZ,2,0.003883495145631068
23353,933 E RUNDBERG LN,2,0.003883495145631068
20946,800 BLOCK WEST BRAKER LANE,2,0.003883495145631068
6915,1600 BLOCK WICKERSHAM LANE,2,0.003883495145631068
6916,1600 BLOCK WILLIAM CANNON DRIVE,2,0.003883495145631068
17250,6000 BLOCK BURNET ROAD,2,0.003883495145631068
6918,1600 BLOCK WILLOW CREEK,2,0.003883495145631068
13848,4500 BLOCK BURNET ROAD,2,0.003883495145631068
6920,1600 BLOCK WILLOW STREET,2,0.003883495145631068
20956,800 BLOCK WINSTEAD,2,0.003883495145631068
12293,3700 N LAMAR BLVD,2,0.003883495145631068
20959,800 CAMINO LA COSTA,2,0.003883495145631068
12305,3700 S 1ST ST,2,0.003883495145631068
12314,3700 S IH 35,2,0.003883495145631068
3103,11TH STREET AT,2,0.003883495145631068
17238,600 WOODLAND,2,0.003883495145631068
20980,800 E BEN WHITE BLVD,2,0.003883495145631068
11165,3000 S US 183 HWY NB,2,0.003883495145631068
12311,3700 S CONGRESS AVE SB,2,0.003883495145631068
12310,3700 S CONGRESS,2,0.003883495145631068
3101,11TH ST,2,0.003883495145631068
6865,1600 BLOCK NASH HERNANDEZ,2,0.003883495145631068
184,100 BLOCK EAST CESAR CHAVEZ STREET,2,0.003883495145631068
20970,800 E 6TH ST,2,0.003883495145631068
16217,5600 BLOCK CAMERON ROAD,2,0.003883495145631068
16223,5600 BLOCK EAST BEN WHITE BOULVARD,2,0.003883495145631068
20969,800 E 51ST ST,2,0.003883495145631068
595,1000 BLOCK  EAST DEAN KEETON,2,0.003883495145631068
593,1000 BLK W STASSNEY LN,2,0.003883495145631068
16220,5600 BLOCK E RIVERSIDE DRIVE,2,0.003883495145631068
9442,2300 W. ANDERSON LANE,2,0.003883495145631068
9441,2300 W WILLIAM CANNON DR,2,0.003883495145631068
18028,6500 BLOCK EAST BEN WHITE BOULEVARD SER,2,0.003883495145631068
9439,2300 W PARMER LN,2,0.003883495145631068
19207,7000 BLOCK IH 35,2,0.003883495145631068
18621,6800 S MOPAC,2,0.003883495145631068
15016,500 NECHES,2,0.003883495145631068
19218,7000 BLOCK NORTH LAMAR BOULEVARD,2,0.003883495145631068
18620,6800 S IH35,2,0.003883495145631068
27316,NORTH US HWY 183 SERVICE ROAD,2,0.003883495145631068
6959,1600 ED BLUESTEIN BLVD,2,0.003883495145631068
576,1000 BARTON SPRINGS RD,2,0.003883495145631068
13858,4500 BLOCK EAST SAINT ELMO ROAD,2,0.003883495145631068
575,1000 BANISTER,2,0.003883495145631068
23368,9400 BLOCK DESSAU ROAD,2,0.003883495145631068
6965,1600 FARO DR,2,0.003883495145631068
20922,800 BLOCK SOUTH PLEASANT VALLEY ROAD,2,0.003883495145631068
20921,800 BLOCK SOUTH MOPAC EXPRESSWAY,2,0.003883495145631068
10289,2700 E MLK,2,0.003883495145631068
6970,1600 IH 35 NB,2,0.003883495145631068
18616,6800 S IH 35 SVRD,2,0.003883495145631068
3038,11900 MOPAC EXPY,2,0.003883495145631068
23371,9400 BLOCK LAMAR BOULEVARD,2,0.003883495145631068
6975,1600 MONTOPOLIS,2,0.003883495145631068
3033,11900 JOLLYVILLE,2,0.003883495145631068
3032,11900 IH 35,2,0.003883495145631068
3030,11900 HWY 183,2,0.003883495145631068
3029,11900 FOUR IRON,2,0.003883495145631068
6982,1600 N IH 35 SB,2,0.003883495145631068
10292,2700 E SH 71 WB,2,0.003883495145631068
19216,7000 BLOCK NORTH IH 35 SERVICE ROAD,2,0.003883495145631068
12267,3700 BLOCK WEST BRAKER LANE,2,0.003883495145631068
3045,11900 N IH 35 SB,2,0.003883495145631068
27314,NORTH US HIGHWAY 183 SERVICE ROAD AT,2,0.003883495145631068
19211,7000 BLOCK MANCHACA ROAD,2,0.003883495145631068
15021,500 PEDERNALES ST,2,0.003883495145631068
6925,1600 CROSSING PL,2,0.003883495145631068
6928,1600 E 2ND ST,2,0.003883495145631068
17252,6000 BLOCK CAMERON ROAD,2,0.003883495145631068
20937,800 BLOCK W RUNDBERG LN,2,0.003883495145631068
13853,4500 BLOCK E RIVERSIDE DR,2,0.003883495145631068
588,1000 BLK S PLEASANT VALLEY,2,0.003883495145631068
6936,1600 E HWY 71,2,0.003883495145631068
13855,4500 BLOCK EAST BEN WHITE BOULEVARD,2,0.003883495145631068
3053,11900 N MOPAC EXPWY,2,0.003883495145631068
13856,4500 BLOCK EAST OLTORF STREET,2,0.003883495145631068
15449,5100 S 1ST,2,0.003883495145631068
20928,800 BLOCK TILLERY STREET,2,0.003883495145631068
20933,800 BLOCK W 6TH,2,0.003883495145631068
6945,1600 E SH 71 WB,2,0.003883495145631068
19210,7000 BLOCK LOYOLA LANE,2,0.003883495145631068
1377,10400 LAKE CREEK PKWY,2,0.003883495145631068
6948,1600 E STASSNEY,2,0.003883495145631068
3049,11900 N LAMAR BLVD,2,0.003883495145631068
3048,11900 N LAMAR,2,0.003883495145631068
23366,9400 BLOCK BURNET ROAD,2,0.003883495145631068
27313,NORTH US HIGHWAY 183 SERVICE ROAD AND,2,0.003883495145631068
3046,11900 N IH 35 SVRD,2,0.003883495145631068
11190,3000 W PARMER LANE,2,0.003883495145631068
12194,3600 W WILLIAM CANNON DR,2,0.003883495145631068
7126,1700 BLOCK ANDERSON LANE,2,0.003883495145631068
